Employee Name,Employee ID,Gender,Age,Tenure,Role,Department,Starting Salary,Current Salary,Location,Contract,Years of Experience,Average Monthly Working Hours,Months in Role,Promotion History,Last Performance Review Score,Start Date,End Date,Turnover
Benjamin Parker,9494,Male,53,2.0,Director,IT,60435,106868,Office-Based,Full-time,35,184,18,1,3,2022-11-02,2024-11-15,1
Gregory Vega,6927,Male,36,8.3,Software Engineer,IT,53305,79532,Remote,Full-time,16,141,26,5,5,2016-09-20,,0
Amy Werner MD,9167,Male,31,7.5,Sales Manager,Sales,41087,71289,Remote,Full-time,13,187,37,1,4,2017-08-04,,0
Cindy Brown,8242,Female,29,3.9,Sales Manager,Sales,49871,75884,Office-Based,Full-time,9,126,15,4,4,2021-03-05,,0
Emily Hunter,1845,Female,28,2.7,Marketing Specialist,Marketing,52415,78805,Remote,Full-time,9,197,33,0,3,2016-03-22,2018-12-12,1
Mrs. Angela Gonzalez DDS,5375,Female,28,3.5,Sales Manager,Sales,47548,51030,Office-Based,Full-time,5,150,14,1,3,2021-07-15,,0
Karina Contreras,9998,Male,39,5.1,Marketing Manager,Marketing,46639,61049,Office-Based,Full-time,18,154,1,4,4,2019-03-30,2024-05-13,1
Stacy Smith,3146,Male,35,5.7,Marketing Specialist,Marketing,88095,88298,Remote,Full-time,17,199,6,5,4,2019-05-11,,0
Mrs. Sheila Miles DDS,5719,Female,37,0.4,Marketing Specialist,Marketing,98973,128806,Remote,Full-time,6,180,5,0,3,2020-02-22,2020-07-22,1
Jamie Anthony,8178,Male,33,1.7,Software Engineer,IT,63078,94130,Office-Based,Full-time,4,151,21,0,3,2023-04-29,,0
Kyle Hernandez,8941,Male,23,2.8,Director,IT,49606,55760,Remote,Full-time,3,162,33,0,3,2022-04-11,,0
Juan Reeves,2989,Female,56,0.5,Marketing Manager,Marketing,40888,63997,Office-Based,Full-time,17,186,3,1,5,2014-09-14,2015-03-17,1
Mary Callahan,1472,Female,29,0.1,Director,IT,54434,97646,Office-Based,Full-time,3,123,1,1,4,2020-12-15,2021-01-29,1
Jessica Young,4920,Female,45,0.6,Engineering Manager,IT,47073,65024,Office-Based,Full-time,7,177,2,1,5,2023-09-04,2024-03-27,1
Matthew Williams,3594,Male,38,4.3,Software Engineer,IT,67347,85451,Office-Based,Full-time,15,186,11,4,5,2020-10-11,,0
Amy Lowe,6091,Male,49,6.3,Account Executive,Sales,40546,73243,Office-Based,Full-time,18,139,37,3,5,2018-10-16,,0
Michael Cabrera,1224,Female,61,5.6,Marketing Specialist,Marketing,44234,63549,Remote,Full-time,25,156,8,4,5,2019-06-30,,0
Courtney Bell,7684,Male,25,1.2,Engineering Manager,IT,94664,94706,Remote,Full-time,5,156,11,1,5,2023-10-27,,0
Kevin Holmes,2527,Male,27,3.0,Marketing Manager,Marketing,78353,83642,Remote,Full-time,9,165,37,0,2,2022-01-09,,0
Michael Hernandez,2858,Female,49,8.8,Software Engineer,IT,60364,71721,Office-Based,Full-time,17,161,37,3,5,2016-04-03,,0
Nathaniel Evans,8560,Male,65,5.7,Software Engineer,IT,53075,72805,Office-Based,Full-time,14,200,10,4,4,2019-05-03,,0
Mary Miller,2924,Male,46,14.1,Software Engineer,IT,68960,114450,Office-Based,Part-time,16,165,20,2,4,2010-12-17,,0
Teresa Chapman,3522,Female,51,7.0,Software Engineer,IT,41731,69316,Remote,Full-time,22,158,37,1,5,2018-02-02,,0
Michelle Bridges,9165,Female,30,10.5,Director,IT,95384,121117,Remote,Full-time,12,179,37,1,5,2014-07-26,,0
Jasmin Mitchell,5781,Female,25,2.9,Software Engineer,IT,46383,65426,Office-Based,Full-time,3,127,33,1,3,2020-12-15,2023-11-14,1
Natalie Garcia,9337,Male,35,2.6,Sales Manager,Sales,54650,98931,Office-Based,Full-time,14,200,1,1,4,2022-06-13,,0
Michael Hunt,5479,Male,53,13.2,Account Executive,Sales,50028,89598,Office-Based,Full-time,17,151,37,1,4,2011-10-29,,0
Emily Moore,7807,Female,23,4.7,Account Executive,Sales,59655,86168,Office-Based,Full-time,5,150,17,1,5,2020-05-24,,0
Michael Smith,8905,Female,61,3.4,Sales Manager,Sales,81693,83112,Remote,Full-time,11,150,15,4,4,2021-09-01,,0
Luis Porter,8736,Male,52,7.5,Software Engineer,IT,72306,96379,Office-Based,Full-time,29,133,17,1,4,2017-07-18,,0
Kendra Wilkinson,4993,Female,31,1.4,Account Executive,Sales,78046,97887,Remote,Full-time,3,199,3,1,4,2021-07-10,2022-11-26,1
Christine Clark,8483,Female,30,4.3,Account Executive,Sales,50375,73820,Office-Based,Full-time,12,146,9,3,4,2020-10-08,,0
Brandon Gonzales,3369,Female,54,6.4,Marketing Specialist,Marketing,70112,116982,Office-Based,Full-time,18,158,24,5,5,2017-03-30,2023-08-20,1
Mr. David Williams,7284,Male,63,6.5,Software Engineer,IT,86432,119657,Office-Based,Full-time,45,136,31,2,5,2018-07-20,,0
Jeremy Nichols,4122,Female,59,8.7,Account Executive,Sales,95838,143867,Remote,Full-time,13,133,23,1,4,2016-05-25,,0
Peter Hill,9327,Female,42,12.3,Engineering Manager,IT,98489,123660,Office-Based,Full-time,14,128,23,2,3,2012-09-22,,0
Tanya Vaughn,3236,Female,29,4.1,Director,IT,64531,104280,Office-Based,Full-time,5,142,15,4,4,2015-01-04,2019-01-23,1
Melvin Burns,2143,Female,46,0.8,Marketing Specialist,Marketing,72184,100856,Office-Based,Full-time,7,140,9,0,3,2023-04-19,2024-02-02,1
Curtis Santiago,7798,Male,27,1.3,Account Executive,Sales,93084,102295,Office-Based,Full-time,3,172,15,0,3,2023-10-08,,0
Nancy Koch,6568,Male,43,4.4,Marketing Manager,Marketing,52460,66057,Office-Based,Full-time,25,165,11,5,4,2019-02-15,2023-07-01,1
Jorge Boyd,9318,Male,26,2.1,Software Engineer,IT,45121,53456,Office-Based,Full-time,6,135,25,0,3,2022-12-31,,0
Sandra Jacobs,5377,Male,60,2.5,Director,IT,56474,82060,Office-Based,Full-time,17,140,2,1,5,2022-07-14,,0
Mr. Jacob Medina,1042,Male,56,3.5,Marketing Manager,Marketing,80543,84255,Office-Based,Full-time,36,194,20,3,4,2021-08-03,,0
Ryan Jones,5634,Female,63,7.5,Sales Manager,Sales,61924,65816,Remote,Full-time,34,162,37,3,5,2014-01-03,2021-07-03,1
Robin Levine,5891,Male,37,2.7,Marketing Manager,Marketing,79200,127650,Office-Based,Full-time,14,190,32,0,3,2022-05-15,,0
Tina Patterson,9022,Male,39,12.7,Software Engineer,IT,54761,97381,Office-Based,Full-time,13,149,10,4,3,2012-05-04,,0
Daniel Wallace,3434,Male,23,1.3,Engineering Manager,IT,84800,133160,Remote,Full-time,3,169,10,1,5,2023-10-04,,0
Mr. David Joseph,8316,Male,49,7.5,Marketing Manager,Marketing,47732,88079,Office-Based,Full-time,12,144,37,1,4,2017-07-19,,0
Michael Avila,9824,Male,37,2.7,Engineering Manager,IT,89320,124461,Office-Based,Part-time,10,121,25,1,5,2021-08-15,2024-05-11,1
Michael Phillips,8935,Male,25,0.2,Marketing Specialist,Marketing,42865,63451,Office-Based,Full-time,4,151,2,0,5,2022-04-09,2022-06-27,1
Ryan Rasmussen,6654,Male,60,2.3,Account Executive,Sales,56397,92025,Remote,Full-time,10,165,28,0,4,2022-09-26,,0
Mary Smith,6446,Male,50,9.6,Director,IT,82837,98841,Office-Based,Full-time,27,189,37,3,5,2015-07-01,,0
Angela Smith,9903,Male,44,6.1,Sales Manager,Sales,99772,108759,Office-Based,Full-time,15,159,37,1,5,2018-12-08,,0
Raymond Watkins,7180,Male,29,8.0,Engineering Manager,IT,68854,111446,Office-Based,Part-time,9,122,22,2,4,2017-01-07,,0
George Snyder,8460,Male,39,3.6,Account Executive,Sales,58290,98250,Office-Based,Full-time,13,168,20,1,4,2018-04-10,2021-11-15,1
Kristopher Jordan,6272,Male,36,10.7,Account Executive,Sales,83280,103278,Remote,Full-time,17,123,9,5,5,2012-12-28,2023-09-19,1
Peter Valenzuela,4090,Female,38,14.3,Marketing Specialist,Marketing,87565,128297,Office-Based,Full-time,16,127,37,1,5,2010-09-22,,0
Terri Christian,4912,Female,65,2.0,Software Engineer,IT,87134,124378,Office-Based,Full-time,32,168,1,1,4,2022-09-13,2024-09-03,1
Jason Miller,7274,Male,30,7.9,Sales Manager,Sales,90550,126123,Remote,Full-time,10,124,37,1,5,2017-03-16,,0
Micheal Bowman,4826,Female,39,7.0,Account Executive,Sales,48146,68258,Office-Based,Full-time,20,153,19,5,5,2018-02-10,,0
Laura Ramirez,7730,Female,51,7.7,Marketing Specialist,Marketing,71470,113265,Office-Based,Full-time,22,127,37,1,5,2012-03-15,2019-11-23,1
Amy Phillips,1715,Male,39,5.3,Sales Manager,Sales,56908,75005,Remote,Full-time,8,149,20,4,5,2019-09-28,,0
Christopher Baker,6213,Male,61,13.8,Sales Manager,Sales,84855,118063,Office-Based,Full-time,17,125,37,1,5,2011-04-13,,0
Mr. Ethan Allen,7246,Male,25,1.8,Engineering Manager,IT,95373,118529,Office-Based,Full-time,4,150,21,0,2,2023-04-23,,0
Vanessa Baker,7325,Male,54,7.2,Sales Manager,Sales,61350,98729,Office-Based,Full-time,10,173,10,2,3,2017-11-09,,0
Lisa Hicks,3492,Female,40,6.0,Marketing Manager,Marketing,98811,141539,Office-Based,Part-time,18,157,23,3,5,2015-05-02,2021-05-18,1
Troy Anthony,9115,Male,45,3.3,Account Executive,Sales,79913,93772,Office-Based,Full-time,22,185,33,1,5,2019-05-29,2022-09-18,1
Susan Luna,1606,Female,35,2.4,Marketing Manager,Marketing,89978,132524,Remote,Full-time,3,148,28,0,3,2022-09-11,,0
Jody Powell,9229,Female,56,8.4,Software Engineer,IT,70954,114155,Office-Based,Full-time,34,154,37,1,4,2016-09-02,,0
Kristin Reed,6439,Female,37,1.2,Marketing Manager,Marketing,60631,109664,Office-Based,Full-time,13,176,14,0,4,2023-11-03,,0
Troy Baxter,2644,Female,45,9.9,Marketing Specialist,Marketing,82816,114545,Office-Based,Full-time,26,173,37,1,4,2010-06-28,2020-05-25,1
Brian Carpenter,8213,Male,56,5.6,Marketing Specialist,Marketing,92157,110958,Office-Based,Full-time,14,172,15,5,4,2019-02-10,2024-09-14,1
Katie Rodriguez,2633,Male,58,7.4,Account Executive,Sales,50929,58845,Office-Based,Full-time,19,180,3,4,5,2017-08-17,,0
Audrey Morris,9617,Male,24,0.6,Account Executive,Sales,48675,82419,Office-Based,Part-time,6,174,6,0,2,2024-06-29,,0
Michael Patel,8486,Female,57,0.1,Director,IT,98874,120936,Office-Based,Full-time,8,125,1,1,3,2022-12-30,2023-02-06,1
Paul Newman,1251,Female,50,1.7,Marketing Specialist,Marketing,89654,120921,Office-Based,Full-time,25,195,16,1,5,2023-05-25,,0
Cindy Miller,3361,Male,31,1.2,Engineering Manager,IT,82559,112281,Office-Based,Full-time,11,185,3,1,5,2023-11-06,,0
Tony Barnes,7717,Female,28,1.8,Software Engineer,IT,73926,108345,Office-Based,Full-time,7,174,21,0,2,2023-01-01,2024-10-20,1
Ross Huang,3529,Female,42,12.8,Marketing Manager,Marketing,74022,92257,Office-Based,Full-time,13,132,37,2,4,2012-04-23,,0
Julia Mccarty,2225,Male,29,3.1,Sales Manager,Sales,58905,75906,Office-Based,Full-time,11,149,4,2,5,2020-09-03,2023-10-25,1
Brooke Kaufman,8692,Male,28,0.1,Software Engineer,IT,75252,88040,Remote,Full-time,1,123,1,0,2,2024-11-29,2025-01-16,1
Daniel Thompson,6546,Female,58,8.6,Marketing Specialist,Marketing,47183,94123,Office-Based,Full-time,17,176,15,4,5,2016-05-31,,0
Laura Jacobs,7512,Female,38,1.3,Marketing Specialist,Marketing,92667,97848,Office-Based,Full-time,10,129,15,0,2,2022-12-15,2024-04-03,1
William Martinez,2315,Female,39,0.4,Marketing Manager,Marketing,46582,92791,Office-Based,Full-time,11,191,4,0,3,2024-09-16,,0
Randy Galvan,6383,Male,62,9.9,Marketing Manager,Marketing,97154,111585,Office-Based,Full-time,18,139,9,5,4,2015-03-09,,0
Lynn Watts,9742,Male,53,2.9,Account Executive,Sales,68463,72871,Office-Based,Full-time,8,142,35,0,1,2019-12-13,2022-11-04,1
Maria Lee,7226,Female,61,6.4,Marketing Manager,Marketing,74764,117817,Office-Based,Full-time,22,149,35,3,5,2018-09-11,,0
Carlos Fuller,6188,Female,53,12.9,Software Engineer,IT,71520,90880,Remote,Full-time,32,156,37,3,4,2012-03-10,,0
Robert Collins,8994,Female,42,0.5,Marketing Manager,Marketing,60899,104192,Remote,Full-time,4,136,6,0,4,2023-11-23,2024-06-02,1
Tanner White,9864,Female,53,3.6,Marketing Specialist,Marketing,57558,90816,Remote,Full-time,19,172,30,1,3,2021-06-01,,0
Joshua Carter,1588,Female,38,7.5,Marketing Manager,Marketing,66127,83212,Office-Based,Full-time,14,148,13,4,4,2017-08-05,,0
Kelly Miller,2121,Male,41,3.1,Software Engineer,IT,53513,94491,Remote,Part-time,22,198,1,2,4,2021-12-19,,0
Penny Thomas,4846,Male,23,1.2,Director,IT,90201,126435,Remote,Full-time,4,146,5,1,4,2023-11-04,,0
Justin Middleton II,5708,Male,32,11.8,Marketing Specialist,Marketing,92513,103090,Office-Based,Full-time,14,147,37,2,5,2013-04-04,,0
Jacob Arnold,2480,Male,22,0.9,Director,IT,71778,74549,Remote,Full-time,1,149,5,1,5,2023-10-02,2024-08-22,1
Katherine Dillon,8110,Male,24,0.4,Sales Manager,Sales,93627,142158,Office-Based,Full-time,4,129,2,1,3,2024-04-04,2024-08-28,1
Jennifer Santiago,2646,Female,23,0.7,Sales Manager,Sales,94491,134185,Office-Based,Full-time,1,174,1,1,5,2023-09-25,2024-06-19,1
Sabrina Fuentes,8269,Male,41,8.4,Engineering Manager,IT,77761,108654,Office-Based,Full-time,10,148,37,3,5,2014-06-01,2022-11-09,1
Jennifer Murphy,3725,Female,52,2.4,Account Executive,Sales,72573,120254,Office-Based,Full-time,18,189,28,1,5,2018-05-11,2020-10-09,1
Richard Harris,5906,Female,36,8.5,Marketing Manager,Marketing,64236,95483,Office-Based,Full-time,15,162,31,2,3,2016-07-15,,0
Brandon Alvarado,1474,Male,28,7.1,Sales Manager,Sales,45497,54759,Office-Based,Full-time,9,186,33,5,5,2017-12-11,,0
Janet Anderson,1753,Male,25,4.9,Engineering Manager,IT,62142,72012,Remote,Full-time,6,196,24,3,4,2020-02-29,,0
Adrienne Allen,6314,Male,39,4.0,Marketing Manager,Marketing,60513,103243,Remote,Full-time,20,181,7,5,5,2021-01-19,,0
